content,score,Label
#edlinkGiveaway_Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,5,Positif
Mudah-mudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink.,5,Positif
Terima kasih edlink tolo* Karena aplikasi ini Tugas saya tidak terkumpul,1,Negatif
kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,1,Negatif
Aplikasinya sering lemot dan eror... Membuat kepala mahasiswa jd pusing dengan aplikasi ini,1,Negatif
"Tlg dicamkan dan dibaca baik"", upload file lama, sering ngebug. Tolong segera dibenerin. Ni apk penting buat mahasiswa, jadi tlg segera difix masalahnya. Jgn cuman dibaca doang.",1,Negatif
"Tolong difix, dan tolong dibaca dan dicamkan baik"". Apk sering ngebug, merugikan mahasiswa, upload file lama banget. Tolong dibenerin yg bener supaya ngga merugikan banyak orang, ni aplikasi ptg buat mahasiswa tlg di fix yg bener.",1,Negatif
Kenapa yah melampirkan file format dokumen di kolom jawaban tidak bisa,3,
"Terkadang masih sering eror saat mengerjakan ujian, terimakasih",1,Negatif
Kenapa tidak bisa mengirimkan file atau dokumen dalam pengerjaan tugas nya. Saya sudah cari alternatif tapi tetap tidak bisa,3,
Ini aplikasi mesti di perbaiki sering banget server error,1,Negatif
"Mohon maaf jika,saya memberi Bintang 3 untul saat ini,saya ingin bertanya min kapan fitur upload file nya Diperbaiki???saat ini saya sangat perlu untuk mengupload file tetapi dikatakan saat ini fitur upload file dinonaktitkan,tolong segera Diperbaiki min,soalnya tugas saya sudah deadline untuk besok",3,
Kok bentar2 updet .terus abis di update malah ga bisa tersambung ke server,1,Negatif
tidak konsisten waktu penampilan news,1,Negatif
Tolong perbaiki server saya tidak bisa buka edlink,1,Negatif
Tolong diperbaiki. Kenapa malah gag bisa masuk. Pas masuk muncul kata2 tidak dapat menghubungkan ke server.,2,Negatif
Servernya sering down... Sebaiknya diperbaiki dulu.. bukan karena kendala signal dan handphone yang kurang bagus😖😖,2,Negatif
Bagus sekali tapi kenapa tiba-tiba edlink nya berhenti,4,Positif
Belajar makin tambah asyik m jga mkin hemat waktu....belajar bsa dlakukan dmaja aja....ma ksih.....,5,Positif
"Siswa tidak bisa kirim jawaban, tulisan ""Aplikasi terus berhenti""",2,Negatif
Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,5,Positif
Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis,4,Positif
Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,2,Negatif
"Edlink keren, sangat terbantu dalam belajar online dengan dosen, mudah dan sangat praktiss. Semoga tetap dikembangkan",4,Positif
"Sangat buruk, sering banget sistem gagal, ngerugiin saat ngumpulin tugas jadi telat nilai jelek, padahal udah pindah koneksi, pindah 2 laptop 3 hp tetep sama semua. Parahhhh not recomended",1,Negatif
Membantu untuk kegiatan perkuliahan di perguruan tinggi. Trims tim sevima.,5,Positif
Aplikasi nya sangat membantu mahasiswa,5,Positif
"Masih banyak bug,tolong cepat di atas",4,Positif
Setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki,1,Negatif
Kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi. Tolong segera untuk ditindak lanjuti,1,Negatif
"sangat membantu sekali, user friendly",5,Positif
Very good...ditingkatkan dalam menjawab pertanyaan di group2 sevima... Mungkin pada saat kita bertanya itu dalam situasi yang urgent... Walaupun belum mewakili jawaban Setidaknya sudah ada tanggapan dari tim sevima...terima kasih,5,Positif
"Aplikasi blom optimal blum layak untuk publik, semoga lebih di improve lagi terimakasih",1,Negatif
"aplikasi pembelajaran ini sangat berguna, sebab bisa digunakan baik di hp android maupun web browser, membantu kami dalam meng aplikasikan kuliah daring, meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran, berkat edlink 👼👼",5,Positif
"Terima kasih ed-link sudah membantu proses belajar mengajar, sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya (durasi dibatasi) hehehe",5,Positif
sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal.,5,Positif
awaknya cukup menyulitkan dan perlu adaptasi,1,Negatif
Saya tidak bisa masuk edlink. Udah di upgrade padahal tapi pas masuk kok gk bisa ya? Udh di instal ulang ttp aja gk bisa masuk,1,Negatif
Aplikasi ini setelah di update kalau mau di pakai jadi lemot,2,Negatif
kenapa gabisa masuk setiap mau masuk ada tulisan TIDAK DAPAT MENGHUBUNGKAN KE SERVER padahal HP saya versinya 5.1.1,2,Negatif
"Edlink nya eror, kagak bisa nyisipkan file. Uda di instal ulang tetep aja. Bikin ngenes! menyebalkan! Edlink payah!",1,Negatif
Kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa,2,Negatif
Perbaharui aplikasinya karena server sering down. Sangat tidak membuat nyaman,2,Negatif
Kenapa setiap mau kirim tugas suka ada kata kata (tidak tersambung ke server)?? Tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini!,1,Negatif
"Dosen tdk bisa menambahkan mahasiswanya, Krn tidak semua mhs mengerti proses-proses yang dianggap menyulitkan. Akun mahasiswa juga tidak bisa menambahkan dosennya di kelas.",2,Negatif
"ketika ingin bergabung ke kelas dengan kode QR itu lama skali, lemot, pdhl sdh memakai WiFi. Hp saya jg termasuk hp jaman skrng yaitu pocophone f1",1,Negatif
"Kelihatan ok, mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini",5,Positif
Kenapa susah sskali untuk di download? Dari kemarin tulisannya menunggu didownload. Pdhl memori dan kuota masih ada,1,Negatif
Sangat Membantu Sekali Dalam Pengajaran Kelas,5,Positif
Update nya sering tdk bareng dengan device lain,5,Positif
Mudah dibuka dan untuk diterapkan. Saran dibuat lebih mudah lagi dan tetap continous improvement.,5,Positif
Sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas.,5,Positif
"Lemot, tidak responsif. Sangat tidak merekomendasikan aplikasi ini",1,Negatif
Aplikasi nya bagus dan memudahkan untuk pengecekan nilai,5,Positif
Tolong dong kenapa tidak bisa update,5,Positif
Sangat membantu dalam tugas kuliah ... Jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapun...thanks,5,Positif
"sangat sangat menyebalkan,,, mengrjakan tugas jdi terhambat tidak bisa copy pas dengan baik... perbaiki lagi deh klau bisa di update hrusnya bguss ini malah MAKIN BURUK...",1,Negatif
"Saya tidak bisa log in, padahal sudah mendaftar. Selalu ada notif ""Sayangnya EdLink telah berhenti"". Apakah sistem hp saya memang tidak cocok untuk aplikasi ini? Mohon solusinya Terimakasih untuk solusinya, saya harap kedepannya semua bisa menggunakan aplikasi EdLink tanpa hambatan",4,Positif
"Maaf mau tanya kenapa tidak bisa masuk. Udah daftar (udah punya akun) cuma ga bisa masuk. Note:""tidak bisa masuk ke server"" Kenapa ya?",4,Positif
Ketika tidak bisa masuk muncul notif edlink terhenti,2,Negatif
Tdk bisa pake pas mau daftar lngsng muncul notifikasi 'unfortunatelly edlink has stopped' gimna solusinya?,1,Negatif
"Saya mencoba mendaftar, tapi kenapa tidak ada pilihan sebagai mahasiswa ataupun sebagai dosen? Dan apakah aplikasi ini bisa diimplememtasikan di Sekolah Menengah?",5,Positif
"Kecewa, kenapa gak bisa menyambungkan ke akun Siakad Universitas Baturaja? Padahal kalo login langsung dari web siakad bisa. Mohon secepatnya di perbaiki masalahnya. Terima kasih",1,Negatif
"Aplikasi yg luar biasa, sudah terintegrasi dengan sistem informasi sevima gofeeder / gofeeder cloud. up to date dalam update, selalu sesuai kebutuhan perguruan tinggi.. Fiturnya makin hari makin nambah loh,, Yang paling di suka semua terintegrasi mulai dari penjadwalan, proses pembelajaran (absensi, nilai, materi kuliah, diskusi, dll) semua ada dalam 1 aplikasi.. keren banget pokoknya.. ayo aplikasi ini sangat baik digunakan di perguruan tinggi kamu",5,Positif
"maaf mau tanya saya masuk ke akun edlink tapi tidak menghubungkan ke server, bagiamana cara solusi nya bisa masuk ke akun edlink",5,Positif
"setelah kampus saya kerja sama dengan edlink, saya bisa cek informasi dari dosen kapanpun dan dimanapun. bangun tidur langsung ada notif dari dosen. senang deh hehe terimakasih edlink",5,Positif
"saya sudh daftar, dan tidak bisa juga dibuka padahal email sama pass sudh bner, katanya cek email dan pass tolong diperbaiki",3,
sudah berapa kali coba daftar tp tetap tdk bisa,4,Positif
kenapa yah setiap coba login selalu muncul email tidak valid.. padahal sudah benar email dan sandi nya..,1,Negatif
"mau daftar aja susah,, udh verifikasi pas mau masuk malah gak bisa, daftar balik kok bilang nya email udh ke pakai, gimna sih ni aplikasi,,",1,Negatif
"3 email sudah saya coba, tapi tetap tidak bisa dan pemberitahuannya email tidak valid, padahal email saya semuanya aktif",1,Negatif
"ini kenapa yah setiap saya cek khs indeks prestasi semester saya turun terus yg awalnya 3, sekian jadi 2, sekian mohon kejelasannya",5,Positif
gara gara aplikasi ini gua ga bisa tipsen kampreettt😂😂😂,4,Positif
mantap. terus sempurna kan Edlink.,5,Positif
"ketika saya ingin melihat khs, kok gabisa bisa ya? saya klik menu khs aplikasi malah mengulang ke menu home. mohon solusinya",4,Positif
"4 email sudah terdaftar, namun tidak bisa dibuka.. sudah menggunakan lupa sandi, kode tidak pernah masuk ke email.. saran : untuk mempermudah tolong pake nomor hp aja untuk mendaftar.. terimakasih",1,Negatif
"gk bisa login padahal saya udh daftar, rata rata saya baca ulasannya kendalanya itu semua. padahal dalam waktu dekat ini saya mau lihat nilai kulia h tolong fast respon yaa kak",2,Negatif
kenapa verifikasi emailnya lambat ? apa karena banyak yg akses ??,1,Negatif
Email sudah di daftar. Akan tetapi tidak bisa login. Gmn ini,1,Negatif
bikin nyusahin aja ni aplikasi... verifikasi aja susahnya minta ampun... gak berguna... dosa apa Kampus gue kerja sama ini aplikasi.. unfaedah..,1,Negatif
"tidak bisa login kk, padahal email-nya sudah benar, tolong solusinya kk",1,Negatif
Oke.. Fix update dan sudah ada perbaikan.. Trims admin..,5,Positif
bagaimana caranya masuk kmbali ke email yang lma dan sandi yg lma yg brhubungan dengan siakad kok gk bisa,5,Positif
"mau masuk ke edlink nya gg bisa terus, padahal udh sampe bkin email baru ttep aja gg bisa",4,Positif
"Terima kasih Edlink... dengan aplikasi ini, kampus kami sekarang jadi mudah interaksi antara dosen dengan mahasiswa.",5,Positif
"Tidak bisa login, meskipun akun sudah verifikasi",2,Negatif
alhamdulillah aplikasinya sangat membantu dosen dan mahasiswa.,5,Positif
Sangat membantu proses belajar mengajar dan penelusuran informasi. (Revolusi Indistri 4.O),5,Positif
"Aplikasi pendidikan masa depan, sangat bermanfaat",5,Positif
Setiap mau buka edlink keluar terus. tolong lbih ditingkatkn lagi,3,
Terimakasih. aplikasinya sangat bagus untuk keperluan administrasi d Perguruan Tinggi di seluruh Indonesia.,5,Positif
Kenapa selalu force close saat mau download document / file yg di share di grup?,1,Negatif
