content,score,label,txt
"Sangat buruk, untuk ganti pasword saja sulit, mepet deadline suka eror,",1,Negatif,sangat buruk untuk ganti pasword saja sulit mepet deadline suka eror
Ini gmn yak saya mau login tetapi email yg saya masukkin sudah digunakan terus pdhl saya belum pernah masuk dgn email tersebut. Di web siakad sudah saya cantumkan sesuai email saya. Tolong dong gmnnnnn...,2,Negatif,ini gmn yak saya mau login tetapi email yg saya masukkin sudah digunakan terus pdhl saya belum pernah masuk dgn email tersebut di web siakad sudah saya cantumkan sesuai email saya tolong dong gmnnnnn
"Pas buka materi gak bisa kebuka, tulisanya ""berkas sedang di unduh"" tapi gak ada berkas yang bisa di buka aneh banget",2,Negatif,pas buka materi gak bisa kebuka tulisanya berkas sedang di unduh tapi gak ada berkas yang bisa di buka aneh banget
"setelah di update, opsi data akademik nya malah di hapus padhal sangat membantu",1,Negatif,setelah di update opsi data akademik nya malah di hapus padhal sangat membantu
"gimana si edlink ini malah force close terus gabisa masuk, dari dulu gaada perbaikan bug",5,Positif,gimana si edlink ini malah force close terus gabisa masuk dari dulu gaada perbaikan bug
Setelah di-update tidak bisa melihat Akreditasi. Mohon agar menu ini dimunculkan kembali seperti versi sebelumnya. Terimakasih.,2,Negatif,setelah diupdate tidak bisa melihat akreditasi mohon agar menu ini dimunculkan kembali seperti versi sebelumnya terimakasih
aplikasi sering buffering padahal koneksi internet lancar,2,Negatif,aplikasi sering buffering padahal koneksi internet lancar
"Saya sedikit curhat, Waktu dikampus saya Ada absen pakai Code QR, cuman Pas saya arahin Kamera ke codenya malah Buram alias tidak bisa scan ,hal hasil saya sendiri Ga bisa absen Tolong Solusinya😭",1,Negatif,saya sedikit curhat waktu dikampus saya ada absen pakai code qr cuman pas saya arahin kamera ke codenya malah buram alias tidak bisa scan hal hasil saya sendiri ga bisa absen tolong solusinya
"sangat buruk ,mending beralih buatan kampus sendiri malah di ganti ke pemerintah",1,Negatif,sangat buruk mending beralih buatan kampus sendiri malah di ganti ke pemerintah
Versi baru kenapa selalu forcedown sendiri/keluar sendiri? Lebih ok versi lama,1,Negatif,versi baru kenapa selalu forcedown sendirikeluar sendiri lebih ok versi lama
"Ini gimana ya saya tiap mau masuk ke aplikasi nya langsung kluar sndiri, sudah reinstall ato coba hapus data juga tetep, tlong bantuannya saya butuhh sekali",2,Negatif,ini gimana ya saya tiap mau masuk ke aplikasi nya langsung kluar sndiri sudah reinstall ato coba hapus data juga tetep tlong bantuannya saya butuhh sekali
Tidak bisa login stiap kali login edlink berhenti sendiri,1,Negatif,tidak bisa login stiap kali login edlink berhenti sendiri
"Aplikasinya kenapa ya,setiap dibuka pasti langsung keluar lagi",2,Negatif,aplikasinya kenapa yasetiap dibuka pasti langsung keluar lagi
Aplikasinya setelah di update tidak bisa lagi di buka,1,Negatif,aplikasinya setelah di update tidak bisa lagi di buka
"Ketika apk dah di login nin mengunakan Nim, sudah masuk terus bufring keluar dengan sendirinya",2,Negatif,ketika apk dah di login nin mengunakan nim sudah masuk terus bufring keluar dengan sendirinya
"aplikasinya ga bisa dibuka, kuliah pun jadi keganggu",1,Negatif,aplikasinya ga bisa dibuka kuliah pun jadi keganggu
Buat scan barcode absen ga bisa sama sekali,1,Negatif,buat scan barcode absen ga bisa sama sekali
"Kok Edlink saya nggak bisa dibuka ya? Tiap saya masuk pasti keluar terus. Tolong solusinya dong, sayang klw ketinggalan perkuliahan kan!!",2,Negatif,kok edlink saya nggak bisa dibuka ya tiap saya masuk pasti keluar terus tolong solusinya dong sayang klw ketinggalan perkuliahan kan
Cepat dan mudah digunakan,5,Positif,cepat dan mudah digunakan
Aplikasi yang sangat bermanfaat untuk mahasiswa dan perkuliahannya.,5,Positif,aplikasi yang sangat bermanfaat untuk mahasiswa dan perkuliahannya
Sangat membantu belajar online.,5,Positif,sangat membantu belajar online
"Kualitas Aplikasi Sangat jelek, loading lama padahal jaringan wifi lancar, banyak bug, nilai dan beberapa fitur tidak muncul dan hanya loading, jelek",1,Negatif,kualitas aplikasi sangat jelek loading lama padahal jaringan wifi lancar banyak bug nilai dan beberapa fitur tidak muncul dan hanya loading jelek
Aplikasi sangat bagus untuk pantau informasi kuliah,4,Positif,aplikasi sangat bagus untuk pantau informasi kuliah
"Semakin parah File PDF yang ingin saya kirim tidak muncul di edlink, padahal di aplikasi lain muncul. Saya habis waktu 15 menit hanya untuk mencari file yg jelas"" Namanya beda. Bahkan saya mencari lebih dari 10x hanya untuk mencari file saya. Tolong ditingkatkan jangan malah semakin menurun. Soalnya ini bersangkutan dengan nilai saya pak 😭",1,Negatif,semakin parah file pdf yang ingin saya kirim tidak muncul di edlink padahal di aplikasi lain muncul saya habis waktu  menit hanya untuk mencari file yg jelas namanya beda bahkan saya mencari lebih dari x hanya untuk mencari file saya tolong ditingkatkan jangan malah semakin menurun soalnya ini bersangkutan dengan nilai saya pak 
"Kenapa ya,aku mau upload tugas dari tadi muter trus padahal penyimpanan gak penuh,wifi juga lancar... Kemarin2 juga lancar gak kenapa2",2,Negatif,kenapa yaaku mau upload tugas dari tadi muter trus padahal penyimpanan gak penuhwifi juga lancar kemarin juga lancar gak kenapa
"Tampilan keren, biar makin mudah dalam pelaksanaan tugas. Mantep sekali yah min..",5,Positif,tampilan keren biar makin mudah dalam pelaksanaan tugas mantep sekali yah min
Aplikasi Edlink ini sangat membantu aku banget dalam urusan belajar lewat online 🥰🥰🥰🥰,5,Positif,aplikasi edlink ini sangat membantu aku banget dalam urusan belajar lewat online 
aplikasinya bagus banget banyak fitur-fitur yang dimiliki namun satu saja yaitu terkait penyimpanan tugas yang susah aja.,5,Positif,aplikasinya bagus banget banyak fiturfitur yang dimiliki namun satu saja yaitu terkait penyimpanan tugas yang susah aja
"Keren nich app nya, samasekali ga berat, mudah dipahami dan yg terpenting sangat membantu saya terimakasih EdLink",5,Positif,keren nich app nya samasekali ga berat mudah dipahami dan yg terpenting sangat membantu saya terimakasih edlink
"pke edlink, belajar jadi lebih mudah dan menyenangkan. semoga fitur2nya bisa lebih banyak lagi",5,Positif,pke edlink belajar jadi lebih mudah dan menyenangkan semoga fiturnya bisa lebih banyak lagi
"Perkuliahan daring jadi mudah dengan aplikasi ini , fitur fitur nya sangat mendukung banget , proses belajar lebih efektif dan teratur.",5,Positif,perkuliahan daring jadi mudah dengan aplikasi ini  fitur fitur nya sangat mendukung banget  proses belajar lebih efektif dan teratur
Aplikasinya sangat bagus..membantu banget untuk Saya dan dosen Saya berinteraksi secara online,5,Positif,aplikasinya sangat bagusmembantu banget untuk saya dan dosen saya berinteraksi secara online
"edlink sangat bagus, aplikasi yg bisa diandalkan untuk yg mau belajar di rumah. banyak fitur yg sangat dibutuhkan utk belajar. mantap",5,Positif,edlink sangat bagus aplikasi yg bisa diandalkan untuk yg mau belajar di rumah banyak fitur yg sangat dibutuhkan utk belajar mantap
"Sekarang belajar apapun jadi makin mudah , apalagi ada nya aplikasi Edlink !!!""",5,Positif,sekarang belajar apapun jadi makin mudah  apalagi ada nya aplikasi edlink 
Aplikasi untuk belajar online yang bagus dan recommended. Aplikasi mudah si gunakan dan di pahami. Sangat membantu dalam kegiatan belajar seperti diskusi kelas dan video conference kelas. Bisa digunakan kapanpun dan di manapun. Mantap banget.,5,Positif,aplikasi untuk belajar online yang bagus dan recommended aplikasi mudah si gunakan dan di pahami sangat membantu dalam kegiatan belajar seperti diskusi kelas dan video conference kelas bisa digunakan kapanpun dan di manapun mantap banget
"Berbagai informasi materi perkuliahan atau pelajaran yang membantu mahasiswa dan dosen membuat tugas dengan lebih mudah dengan fitur yang menarik diantaranya membuat forum diskusi, pemberian tugas, live conference yang semuanya dilakukan secara online.",5,Positif,berbagai informasi materi perkuliahan atau pelajaran yang membantu mahasiswa dan dosen membuat tugas dengan lebih mudah dengan fitur yang menarik diantaranya membuat forum diskusi pemberian tugas live conference yang semuanya dilakukan secara online
"aplikasi yang sangat membantu sekali dalam proses belajar online maupun dirumah ,rekomendasi sekali",5,Positif,aplikasi yang sangat membantu sekali dalam proses belajar online maupun dirumah rekomendasi sekali
Aplikasi nya lancar saat digunakan. Fitur lengkap dan tampilan nya bersih dan bagus. Recommended 👍,5,Positif,aplikasi nya lancar saat digunakan fitur lengkap dan tampilan nya bersih dan bagus recommended 
"Belajar lebih mudah dengan aplikasi edlink ini, bisa belajar dimana saja",5,Positif,belajar lebih mudah dengan aplikasi edlink ini bisa belajar dimana saja
Aplikasi yang sangat membantu sekali untuk belajar secara onlain atau ngerjain tugas dan kirim tugas fitur yang mudah di fahami recomended banget apk y,5,Positif,aplikasi yang sangat membantu sekali untuk belajar secara onlain atau ngerjain tugas dan kirim tugas fitur yang mudah di fahami recomended banget apk y
"Penggunaan nya mudah , sangat membantu, mohon ditingkat kan ya, khususnya untuk kapasitas penyimpanan supaya lebih oke lagi",5,Positif,penggunaan nya mudah  sangat membantu mohon ditingkat kan ya khususnya untuk kapasitas penyimpanan supaya lebih oke lagi
"aplikasinya bagus, mempermudah kinerja guru dan dosen dalam proses pembelajaran online. tampilannya juga menarik sehingga tidak membosan kan",5,Positif,aplikasinya bagus mempermudah kinerja guru dan dosen dalam proses pembelajaran online tampilannya juga menarik sehingga tidak membosan kan
"Aplikasinya bagus dan keren,mudah dipahami,bisa buat kerja tugas, recommended",5,Positif,aplikasinya bagus dan kerenmudah dipahamibisa buat kerja tugas recommended
"aplikasi EdLink,aplikasi nyaa bagus banget rekomendasi banget buat menambah nambah ilmu pelajaran,dijamin asal kan kita mau belajar di aplikasi ini,dijamin bakal ngertii sampai paham,pokoknya the best",5,Positif,aplikasi edlinkaplikasi nyaa bagus banget rekomendasi banget buat menambah nambah ilmu pelajarandijamin asal kan kita mau belajar di aplikasi inidijamin bakal ngertii sampai pahampokoknya the best
"Aplikasinya mudah dimengerti, jarang troble, mudah dipahami",5,Positif,aplikasinya mudah dimengerti jarang troble mudah dipahami
"hmm sangat membantu sekali apk ini,karna mempermudah menghapus file"" yg sudah tidak terpakai",5,Positif,hmm sangat membantu sekali apk inikarna mempermudah menghapus file yg sudah tidak terpakai
"Gampang bgt dipakenya, apalg saya masih kulon apk ini beneran ngebantu disediain jadwal kuliah jd gk pernah ketinggalan",5,Positif,gampang bgt dipakenya apalg saya masih kulon apk ini beneran ngebantu disediain jadwal kuliah jd gk pernah ketinggalan
"Belajar via online jadi mudah pakai aplikasi ini, sangat membantu pokoknya recommended",5,Positif,belajar via online jadi mudah pakai aplikasi ini sangat membantu pokoknya recommended
"Applikasi Sangat mudah digunakan dan dijalankan,sangat membantu dalam urusan perkuliahan saya. Teman juga sudah banyak yang pakai applikasi ini",5,Positif,applikasi sangat mudah digunakan dan dijalankansangat membantu dalam urusan perkuliahan saya teman juga sudah banyak yang pakai applikasi ini
"Keren aplikasinya, kuliah jadi tambah gampang bisa kapan dan dimana aja",5,Positif,keren aplikasinya kuliah jadi tambah gampang bisa kapan dan dimana aja
"EdLing sangat membantu sekali dalam perkuliahan apalagi masa sekarang untuk interaksi secara online.aplikasinya mudah untuk di fahami fiturnya juga cukup menarik, tapi kadang suka ada error' waktu mau masuk aplknya, semoga kedepannya dapat lebih di perbaiki ka untuk kenyamanan penggunanya,terima kasih..",5,Positif,edling sangat membantu sekali dalam perkuliahan apalagi masa sekarang untuk interaksi secara onlineaplikasinya mudah untuk di fahami fiturnya juga cukup menarik tapi kadang suka ada error waktu mau masuk aplknya semoga kedepannya dapat lebih di perbaiki ka untuk kenyamanan penggunanyaterima kasih
"Sangat menyukainya Untuk Aplikasi Ini, karena ini sangat tepat digunakan dalam Berbagai Macam Hal Salah Satunya Untuk Diwaktu Kuliah Aplikasi Ini Sangat Berguna. Sukses terus EdLink",5,Positif,sangat menyukainya untuk aplikasi ini karena ini sangat tepat digunakan dalam berbagai macam hal salah satunya untuk diwaktu kuliah aplikasi ini sangat berguna sukses terus edlink
"Aplikasinya sangat memudahkan dalam pembelajaran online, penggunaannya juga mudah dipahami.",5,Positif,aplikasinya sangat memudahkan dalam pembelajaran online penggunaannya juga mudah dipahami
"Berbagi informasi, data,media dll menjadi lebih mudah,sedikit masalah di login agak lama,selebihnya ok..",5,Positif,berbagi informasi datamedia dll menjadi lebih mudahsedikit masalah di login agak lamaselebihnya ok
"Awalnya difikir g membantu..ternyata sangat mempermudah dalam mengumpulkan tugas2 kuliah ..,moga dengan makin banyak fitur banyak manfaatnya juga..",5,Positif,awalnya difikir g membantuternyata sangat mempermudah dalam mengumpulkan tugas kuliah moga dengan makin banyak fitur banyak manfaatnya juga
EdLink ini membantu saya sekali dalam sistem pembelajaran online selama pemakaian jangka panjang overall puad pake EdLink,5,Positif,edlink ini membantu saya sekali dalam sistem pembelajaran online selama pemakaian jangka panjang overall puad pake edlink
"Aplikasinya bagus nih sangat membantu dalam pembelajaran online, mudah lg digunakan.",5,Positif,aplikasinya bagus nih sangat membantu dalam pembelajaran online mudah lg digunakan
"Sangat rekomended skali nih bagi anak skolah,kuliahan sekalipun dosen soal nya bisa nyimpen materi gk ribet hrus bawa2 buku atau poto copy an",5,Positif,sangat rekomended skali nih bagi anak skolahkuliahan sekalipun dosen soal nya bisa nyimpen materi gk ribet hrus bawa buku atau poto copy an
Saya kasih bintang 5 untuk aplikasi Edlink karena sudah bagus dan mudah di gunakan,5,Positif,saya kasih bintang  untuk aplikasi edlink karena sudah bagus dan mudah di gunakan
"Saya sangat menyukai aplikasi ini karena aplikasi edlink ini sangat membantu, dengan aplikasi ini saya bisa Berbagi informasi, materi perkuliahan , dan menjadikan tugas lebih mudah.",5,Positif,saya sangat menyukai aplikasi ini karena aplikasi edlink ini sangat membantu dengan aplikasi ini saya bisa berbagi informasi materi perkuliahan  dan menjadikan tugas lebih mudah
Wah bagus banget kak aplikasi nya mbantu aku dalam menyelesaikan soal wawancara ujian tesis,5,Positif,wah bagus banget kak aplikasi nya mbantu aku dalam menyelesaikan soal wawancara ujian tesis
Sangat membantu untuk sistem pembelajaran masa sekarng ..,5,Positif,sangat membantu untuk sistem pembelajaran masa sekarng 
"Aplikasinya bagus dan membantu banget buat belajar online, apalagi masi waktu pandemi",5,Positif,aplikasinya bagus dan membantu banget buat belajar online apalagi masi waktu pandemi
Dengan aplikasi EdLink berbagi informasi dengan teman2 dan tugas dalam kelas jadi mudah.,5,Positif,dengan aplikasi edlink berbagi informasi dengan teman dan tugas dalam kelas jadi mudah
"Aplikasinya semakin bagus,terus ditingkatkan ya ,,",5,Positif,aplikasinya semakin bagusterus ditingkatkan ya 
"Kreen, kita bisa blajar dari mana saja dan kapan saja... Ada fitur kumpulin tugas juga, jadi bisa evaluasi hasil belajar nnti",5,Positif,kreen kita bisa blajar dari mana saja dan kapan saja ada fitur kumpulin tugas juga jadi bisa evaluasi hasil belajar nnti
